2.74223e-17
1 1 1100.23 1104.91
wlen	gal_spec	fit_spec	star_spec	line_spec	newgal_spectrum
  4184.326	     0.819	     0.759	     0.759	    -0.000	     0.060
  4185.077	     0.726	     0.766	     0.766	     0.000	    -0.040
  4185.828	     0.676	     0.773	     0.773	    -0.000	    -0.097
  4186.580	     0.672	     0.779	     0.779	     0.000	    -0.107
  4187.331	     0.658	     0.783	     0.783	    -0.000	    -0.125
  4188.083	     0.699	     0.785	     0.785	     0.000	    -0.086
  4188.835	     0.736	     0.785	     0.785	    -0.000	    -0.049
  4189.586	     0.768	     0.785	     0.785	     0.000	    -0.017
  4190.339	     0.750	     0.785	     0.785	    -0.000	    -0.036
  4191.091	     0.750	     0.785	     0.785	     0.000	    -0.035
  4191.843	     0.760	     0.784	     0.784	    -0.000	    -0.024
  4192.595	     0.784	     0.782	     0.782	     0.000	     0.001
  4193.348	     0.755	     0.782	     0.782	    -0.000	    -0.027
  4194.101	     0.776	     0.781	     0.781	     0.000	    -0.005
  4194.853	     0.806	     0.782	     0.782	    -0.000	     0.023
  4195.606	     0.843	     0.784	     0.784	     0.000	     0.059
  4196.359	     0.868	     0.787	     0.787	    -0.000	     0.081
  4197.113	     0.857	     0.791	     0.791	     0.000	     0.066
  4197.866	     0.844	     0.794	     0.794	    -0.000	     0.050
  4198.620	     0.836	     0.797	     0.797	     0.000	     0.039
  4199.373	     0.797	     0.799	     0.799	    -0.000	    -0.002
  4200.127	     0.773	     0.800	     0.800	     0.000	    -0.027
  4200.881	     0.765	     0.801	     0.801	    -0.000	    -0.036
  4201.635	     0.789	     0.802	     0.802	     0.000	    -0.013
  4202.389	     0.789	     0.802	     0.802	    -0.000	    -0.013
  4203.143	     0.803	     0.802	     0.802	     0.000	     0.000
  4203.898	     0.800	     0.802	     0.802	    -0.000	    -0.003
  4204.652	     0.754	     0.802	     0.802	     0.000	    -0.048
  4205.407	     0.740	     0.800	     0.800	    -0.000	    -0.061
  4206.162	     0.693	     0.799	     0.799	     0.000	    -0.106
  4206.917	     0.651	     0.798	     0.798	    -0.000	    -0.147
  4207.672	     0.630	     0.796	     0.796	     0.000	    -0.166
  4208.427	     0.626	     0.793	     0.793	    -0.000	    -0.167
  4209.183	     0.657	     0.789	     0.789	     0.000	    -0.132
  4209.938	     0.680	     0.783	     0.783	    -0.000	    -0.103
  4210.694	     0.674	     0.777	     0.777	     0.000	    -0.103
  4211.450	     0.669	     0.770	     0.770	    -0.000	    -0.101
  4212.206	     0.674	     0.765	     0.765	     0.000	    -0.091
  4212.962	     0.683	     0.763	     0.763	    -0.000	    -0.081
  4213.718	     0.695	     0.764	     0.764	     0.000	    -0.069
  4214.474	     0.703	     0.766	     0.766	    -0.000	    -0.063
  4215.231	     0.729	     0.769	     0.769	     0.000	    -0.039
  4215.987	     0.766	     0.771	     0.771	    -0.000	    -0.005
  4216.744	     0.824	     0.773	     0.773	     0.000	     0.051
  4217.501	     0.815	     0.775	     0.775	    -0.000	     0.040
